date,product_id,dc_id,inventory,demand,lead_time,cost,supplier_performance
2024-01-04,PROD_2,DC_0,587,89,9,19.920357621948867,99.0
2024-01-04,PROD_2,DC_1,729,51,7,39.17780953079968,99.0
2024-01-04,PROD_2,DC_2,239,58,2,53.43009026460402,91.0
2024-01-04,PROD_3,DC_0,623,186,5,62.79482667553136,75.0
2024-01-04,PROD_3,DC_1,403,57,5,19.233557524184825,90.0
2024-01-04,PROD_3,DC_2,770,60,4,34.845154624661106,92.0
2024-01-04,PROD_4,DC_0,795,152,7,87.22180486565777,95.0
2024-01-04,PROD_4,DC_1,558,104,7,43.95311655811964,93.0
2024-01-04,PROD_4,DC_2,289,137,2,63.71450170093678,91.0
2024-01-04,PROD_5,DC_0,438,149,9,25.770416301192455,80.0
2024-01-04,PROD_5,DC_1,463,140,8,94.20246634402663,72.0
2024-01-04,PROD_5,DC_2,724,168,8,24.987821810522334,74.0
2024-01-04,PROD_6,DC_0,507,138,7,86.6559546422776,88.0
2024-01-04,PROD_6,DC_1,737,182,1,68.50250980610558,71.0
2024-01-04,PROD_6,DC_2,538,61,2,57.74281292582442,84.0
2024-01-04,PROD_7,DC_0,684,163,5,79.62066565876978,92.0
2024-01-04,PROD_7,DC_1,819,94,3,59.351110184103256,89.0
2024-01-04,PROD_7,DC_2,629,92,2,65.84207279231612,83.0
2024-01-04,PROD_8,DC_0,976,196,5,62.28814967755323,98.0
2024-01-04,PROD_8,DC_1,115,118,1,86.11873044470421,70.0
2024-01-04,PROD_8,DC_2,466,82,9,83.30842778083282,97.0
2024-01-04,PROD_9,DC_0,269,84,8,45.82097051617472,79.0
2024-01-04,PROD_9,DC_1,111,160,2,71.19142767750137,82.0
2024-01-04,PROD_9,DC_2,172,168,5,83.76327544061571,87.0
2024-01-05,PROD_0,DC_0,581,172,9,16.48481827824921,80.0
2024-01-05,PROD_0,DC_1,628,197,3,35.25164469245588,96.0
2024-01-05,PROD_0,DC_2,380,75,9,98.75128554677491,73.0
2024-01-05,PROD_1,DC_0,600,52,3,67.81919282697747,88.0
2024-01-05,PROD_1,DC_1,371,95,3,36.31593294589038,81.0
2024-01-05,PROD_1,DC_2,295,150,1,43.1643647111793,76.0
2024-01-05,PROD_2,DC_0,892,64,7,31.03080228525726,97.0
2024-01-05,PROD_2,DC_1,583,182,9,53.82761690726803,93.0
2024-01-05,PROD_2,DC_2,325,146,8,17.722781093357284,99.0
2024-01-05,PROD_3,DC_0,749,70,2,12.816232901225968,81.0
2024-01-05,PROD_3,DC_1,633,164,2,31.134667578113913,73.0
2024-01-05,PROD_3,DC_2,768,108,1,44.245810058325226,88.0
2024-01-05,PROD_4,DC_0,369,150,7,49.78746204617566,74.0
2024-01-05,PROD_4,DC_1,513,102,6,56.55526734329111,92.0
2024-01-05,PROD_4,DC_2,855,132,8,54.33001196491693,72.0
2024-01-05,PROD_5,DC_0,931,163,7,86.70184565909254,90.0
2024-01-05,PROD_5,DC_1,164,143,4,62.792655060460646,89.0
2024-01-05,PROD_5,DC_2,526,166,6,34.117582615418684,83.0
2024-01-05,PROD_6,DC_0,153,89,4,81.90794186149756,71.0
2024-01-05,PROD_6,DC_1,685,57,3,11.599927844158259,73.0
2024-01-05,PROD_6,DC_2,629,51,9,22.817128960188263,71.0
2024-01-05,PROD_7,DC_0,696,127,1,26.54619948420052,71.0
2024-01-05,PROD_7,DC_1,690,160,7,35.81126867776824,96.0
2024-01-05,PROD_7,DC_2,718,74,5,14.623652987672035,86.0
2024-01-05,PROD_8,DC_0,120,170,8,88.5188512576965,93.0
2024-01-05,PROD_8,DC_1,571,106,3,43.33923221899484,70.0
2024-01-05,PROD_8,DC_2,662,99,8,57.5560101544651,71.0
2024-01-05,PROD_9,DC_0,437,178,3,38.47183655141597,72.0
2024-01-05,PROD_9,DC_1,167,183,2,65.72863799765784,77.0
2024-01-05,PROD_9,DC_2,325,88,8,71.22357339883175,78.0
2024-01-06,PROD_0,DC_0,406,198,4,28.505210919973234,74.0
2024-01-06,PROD_0,DC_1,542,102,9,26.890362819461494,80.0
2024-01-06,PROD_0,DC_2,549,124,8,72.53519371034196,97.0
2024-01-06,PROD_1,DC_0,799,124,1,52.08526054420965,91.0
2024-01-06,PROD_1,DC_1,267,183,6,78.20494179430824,98.0
2024-01-06,PROD_1,DC_2,245,106,4,37.48874038335042,82.0
2024-01-06,PROD_2,DC_0,542,111,1,29.611213583284655,85.0
2024-01-06,PROD_2,DC_1,297,170,2,18.42907289966307,97.0
2024-01-06,PROD_2,DC_2,454,108,7,44.12062868715672,89.0
2024-01-06,PROD_3,DC_0,515,114,3,52.835491649605686,83.0
2024-01-06,PROD_3,DC_1,378,92,7,84.9084208150476,77.0
2024-01-06,PROD_3,DC_2,835,62,8,49.28473171724514,79.0
2024-01-06,PROD_4,DC_0,950,140,6,10.009275692178965,77.0
2024-01-06,PROD_4,DC_1,641,54,6,82.82425917214067,94.0
2024-01-06,PROD_4,DC_2,438,68,6,20.355090805259096,90.0
2024-01-06,PROD_5,DC_0,573,104,3,67.11512219180041,77.0
2024-01-06,PROD_5,DC_1,192,50,7,91.52019172842873,91.0
2024-01-06,PROD_5,DC_2,169,62,3,22.19839877570451,95.0
2024-01-06,PROD_6,DC_0,598,156,7,38.01703264392014,81.0
2024-01-06,PROD_6,DC_1,831,189,7,61.69866222034573,95.0
2024-01-06,PROD_6,DC_2,165,183,8,17.330718966830588,79.0
2024-01-06,PROD_7,DC_0,740,68,4,84.06856205100193,82.0
2024-01-06,PROD_7,DC_1,940,135,8,78.52968862665868,76.0
2024-01-06,PROD_7,DC_2,171,195,7,34.52456544421675,71.0
2024-01-06,PROD_8,DC_0,243,186,9,52.638201000775986,92.0
2024-01-06,PROD_8,DC_1,292,152,2,18.482175202353957,74.0
2024-01-06,PROD_8,DC_2,603,90,6,98.4145270301874,98.0
2024-01-06,PROD_9,DC_0,687,177,6,89.70926947010767,99.0
2024-01-06,PROD_9,DC_1,662,163,2,83.52535539214584,79.0
2024-01-06,PROD_9,DC_2,571,113,9,29.732263021020096,80.0
2024-01-07,PROD_0,DC_0,684,140,9,56.950325171484806,97.0
2024-01-07,PROD_0,DC_1,880,62,5,48.638945638487385,87.0
2024-01-07,PROD_0,DC_2,311,176,5,59.704999694138024,74.0
2024-01-07,PROD_1,DC_0,352,139,1,43.087434342987926,79.0
2024-01-07,PROD_1,DC_1,506,61,6,86.21407653917133,82.0
2024-01-07,PROD_1,DC_2,676,117,9,35.56457593360491,99.0
2024-01-07,PROD_2,DC_0,490,106,4,24.645918957173734,79.0
2024-01-07,PROD_2,DC_1,565,134,5,23.02464588903129,78.0
2024-01-07,PROD_2,DC_2,754,50,6,63.51399092539937,97.0
2024-01-07,PROD_3,DC_0,882,196,8,26.00816291535827,77.0
2024-01-07,PROD_3,DC_1,854,114,6,59.30176805268525,83.0
2024-01-07,PROD_3,DC_2,437,111,9,28.23298424538714,97.0
2024-01-07,PROD_4,DC_0,866,56,8,40.93200037590299,92.0
2024-01-07,PROD_4,DC_1,962,178,2,86.7506915270574,86.0
2024-01-07,PROD_4,DC_2,766,199,8,77.18349301796194,90.0
2024-01-07,PROD_5,DC_0,543,62,3,76.98047658795163,89.0
2024-01-07,PROD_5,DC_1,902,128,8,72.48927685272625,83.0
2024-01-07,PROD_5,DC_2,618,118,6,52.873362158417606,82.0
2024-01-07,PROD_6,DC_0,402,64,7,28.373114126646865,99.0
2024-01-07,PROD_6,DC_1,538,98,2,58.558591331846664,99.0
2024-01-07,PROD_6,DC_2,704,50,1,91.92715015514628,77.0
2024-01-07,PROD_7,DC_0,385,113,9,78.92060551948023,70.0
2024-01-07,PROD_7,DC_1,853,110,6,86.10289533340963,77.0
2024-01-07,PROD_7,DC_2,319,153,5,78.48617682386003,86.0
2024-01-07,PROD_8,DC_0,421,114,4,75.8740124360458,82.0
2024-01-07,PROD_8,DC_1,324,88,3,37.67454156146776,99.0
2024-01-07,PROD_8,DC_2,367,87,5,96.84435846201544,90.0
2024-01-07,PROD_9,DC_0,137,84,5,24.73593253548406,86.0
2024-01-07,PROD_9,DC_1,317,189,7,66.98178432266357,92.0
2024-01-07,PROD_9,DC_2,702,162,2,35.59738365783404,98.0
2024-01-08,PROD_0,DC_0,224,89,5,27.34202599183302,87.0
2024-01-08,PROD_0,DC_1,782,186,2,30.513836044134386,79.0
2024-01-08,PROD_0,DC_2,857,188,2,55.817656409904934,98.0
2024-01-08,PROD_1,DC_0,231,119,2,53.74275248685929,74.0
2024-01-08,PROD_1,DC_1,570,174,1,77.08240315938134,90.0
2024-01-08,PROD_1,DC_2,439,194,9,29.284374922478538,76.0
2024-01-08,PROD_2,DC_0,258,70,2,82.87014565973534,90.0
2024-01-08,PROD_2,DC_1,186,138,4,23.301404750239822,80.0
2024-01-08,PROD_2,DC_2,731,125,5,51.389378777955145,74.0
2024-01-08,PROD_3,DC_0,230,183,3,17.66283190080131,77.0
2024-01-08,PROD_3,DC_1,864,132,6,80.37718452213218,98.0
2024-01-08,PROD_3,DC_2,776,50,5,47.958194447757826,94.0
2024-01-08,PROD_4,DC_0,678,186,2,70.88452023560941,99.0
2024-01-08,PROD_4,DC_1,699,88,3,22.88639436800172,94.0
2024-01-08,PROD_4,DC_2,623,193,6,77.70340517151878,87.0
2024-01-08,PROD_5,DC_0,392,143,2,65.94166184551932,72.0
2024-01-08,PROD_5,DC_1,945,158,5,45.54078471283938,86.0
2024-01-08,PROD_5,DC_2,371,182,2,69.80139197277319,83.0
2024-01-08,PROD_6,DC_0,688,193,1,75.60510071544302,92.0
2024-01-08,PROD_6,DC_1,777,147,2,98.07715251761587,72.0
2024-01-08,PROD_6,DC_2,698,89,9,50.71308388976465,77.0
2024-01-08,PROD_7,DC_0,396,157,3,63.82820954094613,89.0
2024-01-08,PROD_7,DC_1,275,118,3,28.37007419594293,75.0
2024-01-08,PROD_7,DC_2,522,102,5,61.879230748473084,81.0
2024-01-08,PROD_8,DC_0,205,185,5,95.54937432196041,73.0
2024-01-08,PROD_8,DC_1,506,118,5,73.73869100288431,78.0
2024-01-08,PROD_8,DC_2,133,175,6,11.285906301313542,75.0
2024-01-08,PROD_9,DC_0,956,163,6,28.134227758334855,76.0
2024-01-08,PROD_9,DC_1,264,81,6,27.297100316487594,96.0
2024-01-08,PROD_9,DC_2,315,149,2,27.58601336396196,80.0
2024-01-09,PROD_0,DC_0,714,64,9,22.452306460500846,74.0
2024-01-09,PROD_0,DC_1,725,175,8,31.33651433819702,83.0
2024-01-09,PROD_0,DC_2,708,133,7,61.08017586184207,74.0
2024-01-09,PROD_1,DC_0,675,187,5,30.999984398173304,79.0
2024-01-09,PROD_1,DC_1,390,78,4,25.035022033291607,93.0
2024-01-09,PROD_1,DC_2,199,184,2,88.5086774931998,82.0
2024-01-09,PROD_2,DC_0,116,71,9,21.189099430260093,71.0
2024-01-09,PROD_2,DC_1,528,135,8,23.665009420273563,70.0
2024-01-09,PROD_2,DC_2,424,157,5,60.33433586754353,86.0
2024-01-09,PROD_3,DC_0,246,99,3,21.10723030334279,74.0
2024-01-09,PROD_3,DC_1,754,111,6,91.02168516334432,88.0
2024-01-09,PROD_3,DC_2,711,92,8,94.10644466990144,89.0
2024-01-09,PROD_4,DC_0,133,76,7,86.7195534774435,77.0
2024-01-09,PROD_4,DC_1,243,184,4,68.26582271736743,94.0
2024-01-09,PROD_4,DC_2,369,53,6,26.499569523615712,88.0
2024-01-09,PROD_5,DC_0,250,184,2,87.68886621833511,82.0
2024-01-09,PROD_5,DC_1,334,163,1,20.721836567894528,95.0
2024-01-09,PROD_5,DC_2,295,78,5,95.70268645992967,70.0
2024-01-09,PROD_6,DC_0,414,151,7,78.32864818439556,74.0
2024-01-09,PROD_6,DC_1,319,182,3,86.66742137399368,85.0
2024-01-09,PROD_6,DC_2,577,184,1,13.109455781332858,93.0
2024-01-09,PROD_7,DC_0,286,83,6,33.24802223229667,93.0
2024-01-09,PROD_7,DC_1,263,78,5,81.44900867305194,81.0
2024-01-09,PROD_7,DC_2,570,167,5,26.36422116090166,84.0
2024-01-09,PROD_8,DC_0,620,64,6,45.238801809969374,76.0
2024-01-09,PROD_8,DC_1,753,164,1,33.69178612276244,79.0
2024-01-09,PROD_8,DC_2,619,168,9,20.864366943768978,80.0
2024-01-09,PROD_9,DC_0,484,132,1,41.550903743976434,80.0
2024-01-09,PROD_9,DC_1,776,172,8,43.03123931445186,93.0
2024-01-09,PROD_9,DC_2,786,173,7,17.53176729178926,74.0
2024-01-10,PROD_0,DC_0,160,107,8,61.88350105437267,85.0
2024-01-10,PROD_0,DC_1,758,69,9,67.25211193537622,90.0
2024-01-10,PROD_0,DC_2,996,67,6,39.919744507879,94.0
2024-01-10,PROD_1,DC_0,596,180,7,42.90867672467403,94.0
2024-01-10,PROD_1,DC_1,916,124,9,38.19402414606115,76.0
2024-01-10,PROD_1,DC_2,256,123,7,40.34556571137919,88.0
2024-01-10,PROD_2,DC_0,462,149,2,42.812460016925584,86.0
2024-01-10,PROD_2,DC_1,108,161,7,81.290847127206,83.0
2024-01-10,PROD_2,DC_2,886,82,9,30.241610138687573,77.0
2024-01-10,PROD_3,DC_0,337,95,8,41.860293059543736,74.0
2024-01-10,PROD_3,DC_1,570,96,9,24.557446919565397,72.0
2024-01-10,PROD_3,DC_2,995,188,5,51.94208143237349,80.0
2024-01-10,PROD_4,DC_0,833,110,5,32.241470320483714,99.0
2024-01-10,PROD_4,DC_1,124,56,1,16.538871352843117,76.0
2024-01-10,PROD_4,DC_2,347,84,7,79.35300082100368,85.0
2024-01-10,PROD_5,DC_0,683,191,4,19.19287045502274,98.0
2024-01-10,PROD_5,DC_1,770,164,5,67.5439820590199,71.0
2024-01-10,PROD_5,DC_2,981,161,3,67.25310098030093,81.0
2024-01-10,PROD_6,DC_0,871,161,1,50.420705284561365,93.0
2024-01-10,PROD_6,DC_1,176,157,9,21.583608734043068,98.0
2024-01-10,PROD_6,DC_2,459,58,3,51.288617397354464,99.0
2024-01-10,PROD_7,DC_0,357,79,9,11.741977790925821,98.0
2024-01-10,PROD_7,DC_1,306,162,7,67.55276953457583,87.0
2024-01-10,PROD_7,DC_2,142,80,4,19.676185001316355,97.0
2024-01-10,PROD_8,DC_0,853,120,2,29.178472406296372,73.0
2024-01-10,PROD_8,DC_1,147,108,9,41.927639139332925,75.0
2024-01-10,PROD_8,DC_2,745,120,6,36.667681414277084,86.0
2024-01-10,PROD_9,DC_0,988,178,6,82.8822682295607,98.0
2024-01-10,PROD_9,DC_1,454,157,6,97.10768793143967,88.0
2024-01-10,PROD_9,DC_2,261,72,4,33.44481987741095,96.0
2024-01-11,PROD_0,DC_0,518,113,7,70.0015326201777,83.0
2024-01-11,PROD_0,DC_1,563,199,5,32.522543246324375,90.0
2024-01-11,PROD_0,DC_2,529,192,6,94.12028746804997,86.0
2024-01-11,PROD_1,DC_0,667,180,9,15.911756779316299,99.0
2024-01-11,PROD_1,DC_1,660,175,3,15.287040172716047,75.0
2024-01-11,PROD_1,DC_2,217,173,4,38.01005247162235,82.0
2024-01-11,PROD_2,DC_0,364,55,8,68.79743429539428,98.0
2024-01-11,PROD_2,DC_1,906,166,1,94.68574911122552,77.0
2024-01-11,PROD_2,DC_2,426,149,5,11.24366074117969,96.0
2024-01-11,PROD_3,DC_0,371,168,2,77.76271161279757,94.0
2024-01-11,PROD_3,DC_1,916,91,8,49.126160086389206,95.0
2024-01-11,PROD_3,DC_2,926,155,6,56.86761655351839,90.0
2024-01-11,PROD_4,DC_0,310,147,6,83.45961716343497,89.0
2024-01-11,PROD_4,DC_1,158,109,6,23.571419564869444,79.0
2024-01-11,PROD_4,DC_2,167,87,5,35.51026969656273,73.0
2024-01-11,PROD_5,DC_0,740,84,9,60.31337711195141,80.0
2024-01-11,PROD_5,DC_1,537,188,3,67.00961598021894,96.0
2024-01-11,PROD_5,DC_2,719,165,6,48.812141068105674,91.0
2024-01-11,PROD_6,DC_0,667,94,6,69.42522761846669,85.0
2024-01-11,PROD_6,DC_1,265,191,3,45.311012687263755,82.0
2024-01-11,PROD_6,DC_2,264,104,9,70.54049411574461,87.0
2024-01-11,PROD_7,DC_0,759,170,7,98.9374368803783,80.0
2024-01-11,PROD_7,DC_1,299,123,1,88.58012027402847,71.0
2024-01-11,PROD_7,DC_2,761,67,3,63.85548131444038,91.0
2024-01-11,PROD_8,DC_0,550,162,8,26.9726500037883,89.0
2024-01-11,PROD_8,DC_1,485,134,5,20.080327353875454,85.0
2024-01-11,PROD_8,DC_2,442,129,3,42.922571909920975,79.0
2024-01-11,PROD_9,DC_0,184,68,2,18.169642751994868,85.0
2024-01-11,PROD_9,DC_1,698,147,1,61.91069771700761,91.0
2024-01-11,PROD_9,DC_2,746,125,2,99.87969589444671,76.0
2024-01-12,PROD_0,DC_0,334,96,3,20.429652009014205,89.0
2024-01-12,PROD_0,DC_1,677,127,8,84.86783475949832,85.0
2024-01-12,PROD_0,DC_2,664,149,4,26.771720008168806,97.0
2024-01-12,PROD_1,DC_0,957,114,4,61.04448126978265,76.0
2024-01-12,PROD_1,DC_1,760,188,2,61.194545446227366,75.0
2024-01-12,PROD_1,DC_2,831,121,3,10.982086129263589,90.0
2024-01-12,PROD_2,DC_0,581,70,6,24.31952731459511,80.0
2024-01-12,PROD_2,DC_1,310,123,3,86.33386248739204,91.0
2024-01-12,PROD_2,DC_2,762,195,5,61.929608763980355,75.0
2024-01-12,PROD_3,DC_0,917,82,7,14.254522987656163,96.0
2024-01-12,PROD_3,DC_1,922,87,3,23.36636454784918,95.0
2024-01-12,PROD_3,DC_2,655,99,3,55.73052077586811,70.0
2024-01-12,PROD_4,DC_0,171,110,8,87.07712258734975,76.0
2024-01-12,PROD_4,DC_1,629,190,1,73.70964343071867,73.0
2024-01-12,PROD_4,DC_2,180,105,1,18.260687265360758,70.0
2024-01-12,PROD_5,DC_0,951,133,3,75.59559296267031,99.0
2024-01-12,PROD_5,DC_1,717,77,3,41.2707838320717,92.0
2024-01-12,PROD_5,DC_2,644,110,9,99.55846117598274,95.0
2024-01-12,PROD_6,DC_0,344,180,7,12.833337835360322,84.0
2024-01-12,PROD_6,DC_1,409,165,2,67.87605501953479,98.0
2024-01-12,PROD_6,DC_2,627,92,3,19.869915675985553,93.0
2024-01-12,PROD_7,DC_0,925,185,3,42.98476547304907,76.0
2024-01-12,PROD_7,DC_1,627,73,8,39.99508167917321,75.0
2024-01-12,PROD_7,DC_2,212,150,1,88.94620349315755,85.0
2024-01-12,PROD_8,DC_0,396,192,7,70.82960833593177,98.0
2024-01-12,PROD_8,DC_1,592,194,1,22.17456233741551,89.0
2024-01-12,PROD_8,DC_2,269,113,9,45.54594710450573,83.0
2024-01-12,PROD_9,DC_0,649,70,9,75.9750034968874,83.0
2024-01-12,PROD_9,DC_1,714,115,7,40.369128372929396,71.0
2024-01-12,PROD_9,DC_2,789,100,6,30.595277452066902,78.0
2024-01-13,PROD_0,DC_0,604,118,7,10.489638101779452,74.0
2024-01-13,PROD_0,DC_1,229,159,6,83.92902377765799,90.0
2024-01-13,PROD_0,DC_2,808,155,9,21.339036712984488,71.0
2024-01-13,PROD_1,DC_0,453,73,8,97.91076482771373,99.0
2024-01-13,PROD_1,DC_1,463,55,4,87.46199936548751,93.0
2024-01-13,PROD_1,DC_2,276,197,6,33.10722683743225,85.0
2024-01-13,PROD_2,DC_0,415,169,1,83.82215478273271,90.0
2024-01-13,PROD_2,DC_1,473,179,8,49.98729101701367,92.0
2024-01-13,PROD_2,DC_2,814,160,1,71.40497786549739,96.0
2024-01-13,PROD_3,DC_0,593,101,1,39.42633156186941,81.0
2024-01-13,PROD_3,DC_1,637,180,4,10.793082957865186,86.0
2024-01-13,PROD_3,DC_2,189,93,5,41.926380942585546,85.0
2024-01-13,PROD_4,DC_0,345,152,4,96.68931517974951,78.0
2024-01-13,PROD_4,DC_1,335,54,2,11.716728127915133,83.0
2024-01-13,PROD_4,DC_2,165,165,1,94.05644708516243,70.0
2024-01-13,PROD_5,DC_0,531,74,6,32.236421271275184,78.0
2024-01-13,PROD_5,DC_1,465,197,5,63.982379328361525,73.0
2024-01-13,PROD_5,DC_2,939,171,5,47.4053647246902,81.0
2024-01-13,PROD_6,DC_0,794,133,1,47.68940040617007,89.0
2024-01-13,PROD_6,DC_1,395,194,4,28.55394542496142,96.0
2024-01-13,PROD_6,DC_2,941,65,6,65.48955687215926,94.0
2024-01-13,PROD_7,DC_0,574,129,1,60.75958536834447,84.0
2024-01-13,PROD_7,DC_1,724,118,7,86.15231906379323,88.0
2024-01-13,PROD_7,DC_2,379,104,4,41.74985072548206,71.0
2024-01-13,PROD_8,DC_0,592,63,7,90.86704944864574,78.0
2024-01-13,PROD_8,DC_1,321,172,3,22.62417147469685,88.0
2024-01-13,PROD_8,DC_2,844,130,2,19.00696748716725,78.0
