date,product_id,dc_id,inventory,demand,lead_time,cost,supplier_performance
2024-01-05,PROD_5,DC_2,546,73,7,64.85426699248913,93.0
2024-01-05,PROD_6,DC_0,243,165,2,39.82677498767478,74.0
2024-01-05,PROD_6,DC_1,491,82,6,52.84227015447495,76.0
2024-01-05,PROD_6,DC_2,693,151,3,65.96638850395227,88.0
2024-01-05,PROD_7,DC_0,779,133,2,73.24740531516386,83.0
2024-01-05,PROD_7,DC_1,507,61,5,54.695628044277115,81.0
2024-01-05,PROD_7,DC_2,488,147,1,13.660317854731572,84.0
2024-01-05,PROD_8,DC_0,267,156,5,43.44767484017306,77.0
2024-01-05,PROD_8,DC_1,328,119,8,84.73879916348282,83.0
2024-01-05,PROD_8,DC_2,932,63,2,45.83331498661661,84.0
2024-01-05,PROD_9,DC_0,429,85,1,74.14341975590888,77.0
2024-01-05,PROD_9,DC_1,208,187,2,20.033817628075134,99.0
2024-01-05,PROD_9,DC_2,465,148,6,97.20716312756907,82.0
2024-01-06,PROD_0,DC_0,199,141,7,28.943656405498903,78.0
2024-01-06,PROD_0,DC_1,636,109,1,36.26491837870936,80.0
2024-01-06,PROD_0,DC_2,476,136,9,65.7566090533455,70.0
2024-01-06,PROD_1,DC_0,930,101,1,75.24141344508097,92.0
2024-01-06,PROD_1,DC_1,336,52,6,15.073467550754703,70.0
2024-01-06,PROD_1,DC_2,771,72,8,79.84679045796881,98.0
2024-01-06,PROD_2,DC_0,492,59,8,85.71289096427074,74.0
2024-01-06,PROD_2,DC_1,809,58,7,66.66943010762378,87.0
2024-01-06,PROD_2,DC_2,860,81,6,91.3303867790034,93.0
2024-01-06,PROD_3,DC_0,335,161,8,62.09801486183061,86.0
2024-01-06,PROD_3,DC_1,481,129,1,57.71531071909378,94.0
2024-01-06,PROD_3,DC_2,210,159,7,39.05634806833475,95.0
2024-01-06,PROD_4,DC_0,951,190,8,53.30079241173929,71.0
2024-01-06,PROD_4,DC_1,885,107,8,71.01351320285552,87.0
2024-01-06,PROD_4,DC_2,380,152,5,63.70010528727289,82.0
2024-01-06,PROD_5,DC_0,433,69,2,67.48970678312415,91.0
2024-01-06,PROD_5,DC_1,769,119,1,27.03106924439745,95.0
2024-01-06,PROD_5,DC_2,566,184,9,22.65626456889128,79.0
2024-01-06,PROD_6,DC_0,492,129,9,90.27036807499611,99.0
2024-01-06,PROD_6,DC_1,833,136,6,69.14423075186093,79.0
2024-01-06,PROD_6,DC_2,836,152,2,59.59394824071008,98.0
2024-01-06,PROD_7,DC_0,978,107,8,77.38700680092614,82.0
2024-01-06,PROD_7,DC_1,317,123,3,91.68992133723295,94.0
2024-01-06,PROD_7,DC_2,825,63,4,16.08557571466045,96.0
2024-01-06,PROD_8,DC_0,730,152,4,91.51526625600945,86.0
2024-01-06,PROD_8,DC_1,712,169,2,92.28932346862659,86.0
2024-01-06,PROD_8,DC_2,674,102,9,15.865171673908733,87.0
2024-01-06,PROD_9,DC_0,823,83,1,30.97395298622984,87.0
2024-01-06,PROD_9,DC_1,982,142,8,26.366443743716324,91.0
2024-01-06,PROD_9,DC_2,274,76,2,18.500472882167053,78.0
2024-01-07,PROD_0,DC_0,512,120,9,17.84562962525095,92.0
2024-01-07,PROD_0,DC_1,439,90,8,69.73636470889517,70.0
2024-01-07,PROD_0,DC_2,119,128,1,43.0495145319852,87.0
2024-01-07,PROD_1,DC_0,522,86,6,69.34150746838165,85.0
2024-01-07,PROD_1,DC_1,873,113,7,10.422689286134846,98.0
2024-01-07,PROD_1,DC_2,708,154,2,82.40992093573436,81.0
2024-01-07,PROD_2,DC_0,771,95,8,95.05403390235126,85.0
2024-01-07,PROD_2,DC_1,807,133,9,58.618793912788725,81.0
2024-01-07,PROD_2,DC_2,291,99,7,35.78119458322982,93.0
2024-01-07,PROD_3,DC_0,958,59,5,67.24845800590998,70.0
2024-01-07,PROD_3,DC_1,302,72,6,18.014623109931847,84.0
2024-01-07,PROD_3,DC_2,112,119,2,21.725010716035893,71.0
2024-01-07,PROD_4,DC_0,512,172,2,99.62900876352072,87.0
2024-01-07,PROD_4,DC_1,636,67,2,72.65432849243619,80.0
2024-01-07,PROD_4,DC_2,537,181,3,26.64741541991782,73.0
2024-01-07,PROD_5,DC_0,785,195,4,60.21049172075364,71.0
2024-01-07,PROD_5,DC_1,601,74,5,99.4391886735685,99.0
2024-01-07,PROD_5,DC_2,430,92,1,69.4944793842339,90.0
2024-01-07,PROD_6,DC_0,883,169,7,65.11470267241887,74.0
2024-01-07,PROD_6,DC_1,484,130,3,17.879533497389215,77.0
2024-01-07,PROD_6,DC_2,715,141,4,71.6394513726338,75.0
2024-01-07,PROD_7,DC_0,783,76,6,64.17066123045946,89.0
2024-01-07,PROD_7,DC_1,169,184,5,61.927068268246224,87.0
2024-01-07,PROD_7,DC_2,545,87,9,57.91330539490449,82.0
2024-01-07,PROD_8,DC_0,229,69,4,35.95176996164233,70.0
2024-01-07,PROD_8,DC_1,764,87,2,96.08261521836886,73.0
2024-01-07,PROD_8,DC_2,439,100,3,89.66091121575604,76.0
2024-01-07,PROD_9,DC_0,830,180,3,55.92823020076079,73.0
2024-01-07,PROD_9,DC_1,237,171,3,54.05815507249059,82.0
2024-01-07,PROD_9,DC_2,886,59,5,86.95819149176427,84.0
2024-01-08,PROD_0,DC_0,410,91,6,35.04438515050079,88.0
2024-01-08,PROD_0,DC_1,367,71,9,55.23885128695404,96.0
2024-01-08,PROD_0,DC_2,483,153,8,38.61156030491488,98.0
2024-01-08,PROD_1,DC_0,179,92,1,77.6790455609891,84.0
2024-01-08,PROD_1,DC_1,703,183,9,41.33047366110831,94.0
2024-01-08,PROD_1,DC_2,911,123,3,13.017416148420814,88.0
2024-01-08,PROD_2,DC_0,138,168,9,92.4674192554959,81.0
2024-01-08,PROD_2,DC_1,365,193,2,96.11475664046712,95.0
2024-01-08,PROD_2,DC_2,358,94,7,46.82569641081592,95.0
2024-01-08,PROD_3,DC_0,531,118,3,14.587498708842787,83.0
2024-01-08,PROD_3,DC_1,485,69,6,21.620170761901377,95.0
2024-01-08,PROD_3,DC_2,227,62,3,12.874209862279876,97.0
2024-01-08,PROD_4,DC_0,539,192,1,48.7092482984671,93.0
2024-01-08,PROD_4,DC_1,109,83,6,12.991977433807893,80.0
2024-01-08,PROD_4,DC_2,540,136,4,25.552644529303556,84.0
2024-01-08,PROD_5,DC_0,477,55,9,45.87281369136671,81.0
2024-01-08,PROD_5,DC_1,763,192,2,47.62612678038657,93.0
2024-01-08,PROD_5,DC_2,700,112,1,66.36912199455529,73.0
2024-01-08,PROD_6,DC_0,108,78,4,76.31110394816928,85.0
2024-01-08,PROD_6,DC_1,506,64,4,29.165277050776623,90.0
2024-01-08,PROD_6,DC_2,358,79,5,45.27315527996459,77.0
2024-01-08,PROD_7,DC_0,337,175,7,79.72364388063164,93.0
2024-01-08,PROD_7,DC_1,157,91,8,22.062586794787485,90.0
2024-01-08,PROD_7,DC_2,724,124,1,40.33791870259366,97.0
2024-01-08,PROD_8,DC_0,225,58,5,11.633712105898844,86.0
2024-01-08,PROD_8,DC_1,884,166,9,62.35049387682174,77.0
2024-01-08,PROD_8,DC_2,268,159,3,85.90337648543652,82.0
2024-01-08,PROD_9,DC_0,531,193,5,27.436602512966207,82.0
2024-01-08,PROD_9,DC_1,520,135,2,73.61839999529491,83.0
2024-01-08,PROD_9,DC_2,408,197,4,60.78540707630054,76.0
2024-01-09,PROD_0,DC_0,336,163,5,29.61167073906226,93.0
2024-01-09,PROD_0,DC_1,125,158,9,56.26490522060846,75.0
2024-01-09,PROD_0,DC_2,817,124,7,63.42363884838524,76.0
2024-01-09,PROD_1,DC_0,653,169,6,53.940118141489194,92.0
2024-01-09,PROD_1,DC_1,474,67,9,84.39171803902153,84.0
2024-01-09,PROD_1,DC_2,612,185,9,76.78736449659652,83.0
2024-01-09,PROD_2,DC_0,266,53,9,45.93566442604577,71.0
2024-01-09,PROD_2,DC_1,458,93,1,79.08618771878847,96.0
2024-01-09,PROD_2,DC_2,849,188,6,91.20611649375283,73.0
2024-01-09,PROD_3,DC_0,504,146,9,56.10761782929825,80.0
2024-01-09,PROD_3,DC_1,134,79,1,48.08420190584358,93.0
2024-01-09,PROD_3,DC_2,432,160,7,89.25468247793624,79.0
2024-01-09,PROD_4,DC_0,134,140,4,59.199325923888075,85.0
2024-01-09,PROD_4,DC_1,824,140,3,34.7646546957864,96.0
2024-01-09,PROD_4,DC_2,935,127,7,47.684208460988835,89.0
2024-01-09,PROD_5,DC_0,856,96,7,63.37123049839509,73.0
2024-01-09,PROD_5,DC_1,842,162,8,70.57640843946604,76.0
2024-01-09,PROD_5,DC_2,251,97,4,91.66667758776094,92.0
2024-01-09,PROD_6,DC_0,962,59,2,59.25518798500345,78.0
2024-01-09,PROD_6,DC_1,281,87,9,78.1606914712706,72.0
2024-01-09,PROD_6,DC_2,446,169,9,10.616808753228167,75.0
2024-01-09,PROD_7,DC_0,233,185,4,24.95627278898478,84.0
2024-01-09,PROD_7,DC_1,130,105,8,49.6784844870802,85.0
2024-01-09,PROD_7,DC_2,949,87,7,80.58809121184262,87.0
2024-01-09,PROD_8,DC_0,242,158,9,53.395643465365346,98.0
2024-01-09,PROD_8,DC_1,111,52,7,74.34147101676578,83.0
2024-01-09,PROD_8,DC_2,119,78,6,45.02826182829853,83.0
2024-01-09,PROD_9,DC_0,282,152,5,87.40987656505115,77.0
2024-01-09,PROD_9,DC_1,622,150,6,78.03111036512247,79.0
2024-01-09,PROD_9,DC_2,385,146,6,63.18871924858012,98.0
2024-01-10,PROD_0,DC_0,466,129,2,35.17252297782881,95.0
2024-01-10,PROD_0,DC_1,599,117,4,32.22222706216357,89.0
2024-01-10,PROD_0,DC_2,977,108,1,77.41739281286314,75.0
2024-01-10,PROD_1,DC_0,431,86,1,78.17180554998976,83.0
2024-01-10,PROD_1,DC_1,958,92,6,71.055804871681,97.0
2024-01-10,PROD_1,DC_2,688,187,9,48.10156356169051,74.0
2024-01-10,PROD_2,DC_0,195,112,6,44.960228302012446,73.0
2024-01-10,PROD_2,DC_1,895,196,9,31.331544203395683,78.0
2024-01-10,PROD_2,DC_2,296,196,2,20.763589210843254,88.0
2024-01-10,PROD_3,DC_0,750,199,8,85.16905585974956,72.0
2024-01-10,PROD_3,DC_1,770,125,5,28.201563687920945,93.0
2024-01-10,PROD_3,DC_2,556,154,4,65.08922163177937,98.0
2024-01-10,PROD_4,DC_0,121,159,6,16.874822970190095,86.0
2024-01-10,PROD_4,DC_1,613,103,9,60.978839591705224,78.0
2024-01-10,PROD_4,DC_2,752,92,2,47.89577232116065,88.0
2024-01-10,PROD_5,DC_0,925,103,6,17.9141126562067,70.0
2024-01-10,PROD_5,DC_1,556,120,5,75.26889947234443,88.0
2024-01-10,PROD_5,DC_2,933,134,7,78.8460937912162,79.0
2024-01-10,PROD_6,DC_0,620,189,5,45.16425350104986,88.0
2024-01-10,PROD_6,DC_1,299,163,5,70.49516929776951,93.0
2024-01-10,PROD_6,DC_2,493,90,3,15.805107109109901,70.0
2024-01-10,PROD_7,DC_0,789,71,9,37.963725874449935,94.0
2024-01-10,PROD_7,DC_1,566,97,6,45.38536460768961,76.0
2024-01-10,PROD_7,DC_2,234,117,5,74.73962650078288,73.0
2024-01-10,PROD_8,DC_0,121,89,3,42.25223151558886,79.0
2024-01-10,PROD_8,DC_1,295,173,7,34.70314645412494,81.0
2024-01-10,PROD_8,DC_2,333,122,9,55.474204051152654,90.0
2024-01-10,PROD_9,DC_0,485,125,6,57.64561566987608,82.0
2024-01-10,PROD_9,DC_1,612,147,1,36.809370786190115,85.0
2024-01-10,PROD_9,DC_2,241,189,4,81.81133275587874,84.0
2024-01-11,PROD_0,DC_0,201,136,8,72.69570970553285,96.0
2024-01-11,PROD_0,DC_1,901,50,4,69.0739346229316,79.0
2024-01-11,PROD_0,DC_2,994,176,9,91.26744527816292,86.0
2024-01-11,PROD_1,DC_0,552,117,7,13.390005023950712,88.0
2024-01-11,PROD_1,DC_1,169,69,5,18.958961304348197,85.0
2024-01-11,PROD_1,DC_2,293,90,5,77.74964830104165,72.0
2024-01-11,PROD_2,DC_0,927,144,9,65.34955054192264,86.0
2024-01-11,PROD_2,DC_1,560,124,2,92.89354560567193,95.0
2024-01-11,PROD_2,DC_2,113,91,1,91.55207662817732,94.0
2024-01-11,PROD_3,DC_0,495,93,9,97.26738215184731,85.0
2024-01-11,PROD_3,DC_1,787,167,9,97.43324386370602,77.0
2024-01-11,PROD_3,DC_2,981,117,7,28.167253920814368,84.0
2024-01-11,PROD_4,DC_0,193,189,2,55.49643660866378,88.0
2024-01-11,PROD_4,DC_1,227,154,8,41.49155806009274,75.0
2024-01-11,PROD_4,DC_2,607,121,6,49.49834616102189,80.0
2024-01-11,PROD_5,DC_0,537,132,3,60.4670250541634,98.0
2024-01-11,PROD_5,DC_1,580,126,7,14.921929805236209,93.0
2024-01-11,PROD_5,DC_2,627,176,3,28.065272989153154,84.0
2024-01-11,PROD_6,DC_0,801,70,9,15.441940000686502,79.0
2024-01-11,PROD_6,DC_1,603,177,2,37.01177947800555,97.0
2024-01-11,PROD_6,DC_2,328,145,1,93.79572802061953,98.0
2024-01-11,PROD_7,DC_0,171,174,5,45.85444644450296,89.0
2024-01-11,PROD_7,DC_1,372,135,4,21.36472989277494,80.0
2024-01-11,PROD_7,DC_2,516,186,9,87.5896233460511,93.0
2024-01-11,PROD_8,DC_0,419,69,6,74.14918556651136,85.0
2024-01-11,PROD_8,DC_1,510,137,4,80.53538238875633,84.0
2024-01-11,PROD_8,DC_2,527,186,2,84.65099291829307,95.0
2024-01-11,PROD_9,DC_0,160,78,3,16.185917091986703,72.0
2024-01-11,PROD_9,DC_1,715,111,8,10.749111598486243,76.0
2024-01-11,PROD_9,DC_2,783,143,3,13.93433274148307,92.0
2024-01-12,PROD_0,DC_0,978,58,2,25.3512179715223,94.0
2024-01-12,PROD_0,DC_1,366,180,4,32.738076943812175,91.0
2024-01-12,PROD_0,DC_2,858,111,6,73.64911371699313,80.0
2024-01-12,PROD_1,DC_0,729,125,2,25.155607491868523,77.0
2024-01-12,PROD_1,DC_1,925,77,8,73.20148092191411,85.0
2024-01-12,PROD_1,DC_2,582,88,4,62.342888553380504,99.0
2024-01-12,PROD_2,DC_0,613,107,7,35.419343073896854,95.0
2024-01-12,PROD_2,DC_1,956,154,5,45.82371427671217,75.0
2024-01-12,PROD_2,DC_2,223,158,9,61.372541153517524,79.0
2024-01-12,PROD_3,DC_0,799,159,5,48.0179959860998,89.0
2024-01-12,PROD_3,DC_1,753,147,3,22.469682531186372,90.0
2024-01-12,PROD_3,DC_2,624,92,7,77.78130002077577,85.0
2024-01-12,PROD_4,DC_0,878,115,9,61.28407549449041,74.0
2024-01-12,PROD_4,DC_1,886,178,3,47.003715510352286,83.0
2024-01-12,PROD_4,DC_2,378,172,5,14.526406183407772,91.0
2024-01-12,PROD_5,DC_0,517,68,4,71.34364733177912,74.0
2024-01-12,PROD_5,DC_1,786,117,3,12.013080769599187,88.0
2024-01-12,PROD_5,DC_2,387,183,3,32.95286773907143,86.0
2024-01-12,PROD_6,DC_0,877,91,7,31.686787111882214,74.0
2024-01-12,PROD_6,DC_1,268,99,8,67.44684125174618,89.0
2024-01-12,PROD_6,DC_2,156,127,4,19.142039058883636,76.0
2024-01-12,PROD_7,DC_0,299,106,2,86.03578453714513,70.0
2024-01-12,PROD_7,DC_1,533,71,9,13.21477146093021,73.0
2024-01-12,PROD_7,DC_2,699,168,8,41.07091162890286,96.0
2024-01-12,PROD_8,DC_0,751,180,7,42.85475935909598,92.0
2024-01-12,PROD_8,DC_1,123,136,7,67.78770299772691,76.0
2024-01-12,PROD_8,DC_2,991,67,4,51.61588756073348,73.0
2024-01-12,PROD_9,DC_0,919,176,2,12.212974954639714,81.0
2024-01-12,PROD_9,DC_1,804,197,1,13.447918518866526,77.0
2024-01-12,PROD_9,DC_2,539,161,8,99.11717018657647,99.0
2024-01-13,PROD_0,DC_0,627,132,4,74.14389481026534,95.0
2024-01-13,PROD_0,DC_1,809,81,9,91.6169588219847,82.0
2024-01-13,PROD_0,DC_2,860,116,5,99.88134742029375,76.0
2024-01-13,PROD_1,DC_0,606,151,2,13.025000783468354,84.0
2024-01-13,PROD_1,DC_1,939,142,3,96.69171253182907,83.0
2024-01-13,PROD_1,DC_2,430,61,1,62.968845609331716,74.0
2024-01-13,PROD_2,DC_0,479,198,4,13.629104366075484,71.0
2024-01-13,PROD_2,DC_1,441,137,1,66.37583893076105,86.0
2024-01-13,PROD_2,DC_2,487,134,7,89.0631159076732,94.0
2024-01-13,PROD_3,DC_0,940,53,4,60.37697277792313,94.0
2024-01-13,PROD_3,DC_1,519,145,6,10.537195208164404,71.0
2024-01-13,PROD_3,DC_2,303,132,6,43.64831778192045,82.0
2024-01-13,PROD_4,DC_0,371,147,2,79.00208713775741,91.0
2024-01-13,PROD_4,DC_1,768,126,8,48.680814324758984,86.0
2024-01-13,PROD_4,DC_2,205,169,3,83.03292270631921,79.0
2024-01-13,PROD_5,DC_0,772,158,2,47.54679257852191,97.0
2024-01-13,PROD_5,DC_1,664,194,8,28.95039870203682,80.0
2024-01-13,PROD_5,DC_2,269,180,5,95.16858094774454,93.0
2024-01-13,PROD_6,DC_0,753,79,5,86.02068843557308,73.0
2024-01-13,PROD_6,DC_1,991,159,6,35.79217597237997,79.0
2024-01-13,PROD_6,DC_2,856,179,3,88.33238935639196,86.0
2024-01-13,PROD_7,DC_0,571,129,8,73.96315398023842,91.0
2024-01-13,PROD_7,DC_1,801,90,8,17.949626831973283,93.0
2024-01-13,PROD_7,DC_2,955,166,9,67.25220907688083,91.0
2024-01-13,PROD_8,DC_0,966,169,2,69.53414715242067,75.0
2024-01-13,PROD_8,DC_1,732,180,1,27.13676559264531,86.0
2024-01-13,PROD_8,DC_2,495,116,3,35.40716272469011,71.0
